id,name,description,ingredients
3881,茄汁鸡肉,茄汁鸡肉，是福建省传统的一道地方名菜，属于闽菜系。口味微甜，有养胃的功效，适合老年人食用。,嫩鸡肉，番茄酱
3882,海鲜豆腐羹,海鲜豆腐羹是一道口味鲜美的家常菜品，主要食材有豆腐、牛肉、西红柿、香菇、葱、木耳、笋丝、牛肉汤、盐、味精、料酒等。豆腐对病后调养、减肥、细腻肌肤亦很有好处。,海鲜
3883,扳指干贝,扳指干贝是福州传统的地方名菜，属于闽菜-福州菜。成品黄白相间，素雅美观，鲜嫩软润，清淡芳香。“扳指”是福州地方曲艺“评话”先生所戴的戒子，用以说书时击锣配音，玉质，比一般戒子厚大，“扳指干贝”是以白萝卜制成形似“扳指”的圆筒，中间酿有干贝，故名。,干贝，白萝卜
3884,酥皮三色卷,"此菜外酥里嫩，鲜香甜美，1986年获福建省""名优菜肴""奖。菜谱所需的主要原料为虾胶，熟咸蛋黄，咸面包粒，以及所要用到的调味料桔油花生油，现学现做，此外营养价值也高。",虾胶
3885,椒盐爆中虾,椒盐爆中虾属湘菜系，虾的肉质肥嫩鲜美，食之既无鱼腥味，又没有骨刺，老幼皆宜，备受青睐。虾肉历来被认为既是美味，又是滋补壮阳之妙品。虾中含有丰富的镁，经常食用可以补充镁的不足。虾的通乳作用较强，并且富含磷、钙、对小儿、孕妇尤有补益功效。日本大阪大学的科学家最近发现，虾体内的虾青素有助于消除因时差反应而产生的“时差症”。,中虾，蒜蓉
3886,冰糖燕窝,冰糖燕窝是是一道传统药膳，属于秋季滋阴润燥的佳品。有补肺养阴、镇咳止血的功效，往往用于肺结核咯血、支气管炎、肺气肿等症，年老体弱之人服用此汤菜有益气强身之功用。,水发燕窝，甜樱桃，冰糖
3887,海参羹,海参羹是福建省传统的地方名菜，属于闽菜系。先将海参切成小方丁、将冬菇、冬笋都切成丁、鸡蛋打发、将猪肉切成末、下菱粉勾好薄芡。再将锅里放上葱、姜倒上开水，将切成小方丁的海参，投入开水锅内川一下，以拔去海腥味。将切好的猪肉，放入热油锅内炒熟，加少许清汤、酱油炒至呈红色。再将冬菇丁、冬笋丁、海参丁一起放入肉锅，并加上剩下的清汤和酒，用旺火烧熟，倒上薄芡，倒入打发的鸡蛋，再撒上胡椒粉，浇上醋和麻油即好。,猪肉末，水发涨参
3888,银杏芋泥,银杏芋泥是一道福建省的传统名点，属于闽菜系。用料简单经济，香甜美味，最适宜作为饭后甜品。银杏去壳、去衣，洗净，加入冰糖、清水慢火煮至一杯，取起银杏，糖水留用。槟榔芋去皮洗净，切大件，隔水蒸稔，趁热压成芋茸。烧热镬，下油四汤匙爆香葱弃去，放入芋茸，逐少加入糖水，炒至芋茸软滑盛起，排上银杏即成，可放进切柜雪冻或趁热食用。,银杏（二两）、槟榔芋（约1.5斤）、葱（三棵）、冰糖（六两）、 清水（两杯）
3889,冬瓜海鲜卷,冬瓜是营养价值很高的蔬菜。营养学家研究发现，每百克冬瓜含蛋白质0.4克、碳类1.9克、钙19毫克、磷12毫克、铁0.2毫克及多种维生素，特别是维生素C的含量较高，每百克含有18毫克，是西红柿的1.2倍。,冬瓜，鲜虾
3890,五彩虾松,五彩虾松是一道由河虾、竹笋等原料制成的菜品。,河虾
3891,牛肉羹,牛肉羹起源于福建泉州，是泉州地区的风味小吃。秋季是一个从炎夏向寒冬过渡的季节，是人们抵抗力相对较弱的时候，而牛肉有补中益气、滋养脾胃、强健筋骨的功效， 常见的有泉州牛肉羹，石狮牛肉羹及西湖牛肉羹，。牛肉羹做法简单，可在家自创别具一格的新式牛肉羹。,牛肉，鸡蛋，小苏打粉，胡椒粉
3892,金鸡晓唱,,净鸡翅6只
3893,三色蒸蛋,三色蛋是一道美味可口的名点，属于福建菜，又称闽菜，是我国八大菜系之一。此菜是用鸡蛋，松花蛋，咸鸭蛋制作而成，酥香，鲜糯，色彩显眼，造型别致，营养丰富。尤其适合儿童与老人食用。蒸蛋时要掌握好火候，以免蒸蛋变硬。,鸡蛋、皮蛋、熟咸鸭蛋
3894,素炒鸡丁,素炒鸡丁是福建省传统的名菜，属于闽菜系。主要食材是鸡肉。,净鸡肉
3895,珊瑚鱼球,珊瑚鱼球是一道菜,桂鱼、红椒、青椒、香菇
3896,七星鱼丸汤,七星鱼丸汤是一道传统名菜，属于闽菜系，沪菜系。此菜色泽洁白，汤清味鲜，鱼丸细嫩可口，风味独具。主要用海鳗等材料煮成，具有结核病调理、 贫血调理、骨质疏松调理、明目调理等功效。,海鳗，鲜虾仁，五花猪肉，芥菜末
3897,浓汤裙菜煮鲈鱼,浓汤裙菜煮鲈鱼，一道以鲈鱼为主料的荤菜，其汤鲜美，营养价值高。,鲈鱼
3898,红焖猪蹄,红焖猪蹄是一道独具福建地方风味的美味菜肴，闽菜是中国的八大菜系之一，素以选料精细、刀工严谨、口味清鲜、重汤重味著称，并以烹制海鲜见长。红焖猪蹄的做法也是美食闽菜菜谱中的一道精品菜，其淡雅、和醇、鲜嫩、荤香不腻的风味特色，令您回味悠长。,猪蹄 水发香菇 栗子肉
3899,白烧鱼翅,"白烧鱼翅是福建省传统的特色名菜，属于闽菜系。鱼翅的做法很多，白烧鱼翅是其中之一，菜谱所需的主要原料为鱼翅、母鸡和猪蹄膀,以及所要用到的调味料姜片、葱、盐、黄酒、菱粉等，,现学现做，营养价值也高。此外，这道菜不宜与李子、兔肉同食，会导致腹泻；与芥末同食会上火。",鱼翅
3900,南乳肉,南乳肉是一道浙江地区传统名菜，属于浙江菜系，色泽鲜艳，乳香酥糯米，蔬菜碧绿，乳肉红润，别具特色。,猪五花条
3901,金华家乡南肉,家乡南肉简称“家乡肉”，同火腿一样，是浙江金华地区的传统名产品。,鲜猪肉
3902,浙江黄岩高粱肉,,
3903,孔雀迎宾,主料：鸡胸脯肉200克 鸭胸脯肉200克 火腿100克 香菇（鲜）100克 蛋糕100克 鸡蛋黄糕100克 番茄100克 黄瓜150克辅料：桂圆30克 樱桃30克 鸡蛋清20克调料：琼脂50克 盐6克 味精3克 香油5克 酱油10克 江米酒5克 小葱5克 姜3克 白砂糖3克 八角3克 桂皮2克 花椒2克 丁香2克 草果2克,鸡胸脯肉，鸭胸脯肉
3904,鞭蓉鲍脯,,鲍鱼
3905,酒香螺,,田螺300克
3906,红乳卤蒸笋鸡,,鸡 3000克，春笋 300克 小白菜 100克
3907,糟青鱼干,糟青鱼干是浙江省传统的地方名菜，青鱼肉质肥美，富含蛋白质，经过冬腌春糟，夏天供应，肉色白里透红，糟香扑鼻，味鲜香甜，贮存方便，为下酒佳肴。此菜是1956年浙江省认定的36种杭州名菜之一。按照绍兴习俗，每年冬季，喜购鱼购制晒干，制成鱼干，可馈赠亲友作礼品，或自己享用，历史上曾被列为贡品。,
3908,炸蟹卷,,
3909,桂花大肠,“桂花大肠”是金华地方传统风味，经过瓤、蒸、炸等多道工序制作，成品色如金桔，外皮酥脆，肉馅醇香，用葱头、甜面酱、花椒盐佐食，风味别致。,
3910,吴山酥油饼,"酥油饼，亦称吴山酥油饼。为浙江杭州著名传统风味特产，因主要产于杭州市区吴山（俗称城隍山）而得名。早在二、三百年前即已驰名四方。清代著名小说《儒林外史》一书中即已提及，并作赞誉。酥油饼用上等白面粉搀和白糖，用花生油煎制而成。因饼开蒙茸有如蓑衣，所以杭人又呼之为""蓑 衣饼""。饼色金黄，食时，先时细白糖粉，入口时，松脆可口，颇具风味。数百年来凡 登吴山者，均以一尝吴山酥油饼为快事。今吴山茗香楼等处仍有供应。",白面粉，白糖
3911,双味青蟹,此菜是清蒸和锅贴两种烹调技法制成。形态活泼，一菜双味。,"青蟹750克,蟹肉180克,海鳗150克"
3912,雪丽鸡腿,,
3913,苏式脆鳝,,鳝鱼
3914,花椒盐水野鸭,花椒盐水野鸭是一道简单的家常菜，所用材料为野鸭1500克、姜15克、椒盐60克、小葱3克、黄酒10克。,：野鸭1500克
3915,绍式小扣,,
3916,细沙羊尾,细沙羊尾，系杭嘉湖一带传统的特色名菜，因其形似羊尾而得名。余杭镇一带称之为“细沙高丽肉”。其色泽金黄，体形丰腴，脆中带软，郁香鲜甜，为酒席常备之佳肴，颇受人们喜爱。细沙羊尾与粢毛肉圆、汇昌粽、米塑、板鸭合称“塘栖五大名小吃”。,
3917,红枣蛤士蟆,红枣蛤士蟆的主料是蛤士蟆40克，枣，富含维生素，不含防腐剂。,"蛤士蟆40克,枣"
3918,烟熏杏桃,,
3919,炸熘桂鱼,桂鱼是由桂鱼为主要食材做成的一道菜品，属于家常菜。,桂鱼
3920,杭州白切羊肉,杭州白切羊肉是一款杭州特色菜品，制作原料主要有羊肉、盐、桂皮等。,羊肉(瘦)
3921,家乡南肉,家乡南肉，浙江菜，简称浙菜，是我国八大菜系之一。,咸肉
3922,卤鸭,卤鸭是一道地方名菜，属于沪菜或者浙菜，主要原料是鸭肉。色泽红润光亮，卤汁稠浓醇口，肉质鲜嫩香甜。鸭肉中的脂肪酸熔点低，易于消化。民间认为鸭是“补虚劳的圣药”，对老年性肺结核、糖尿病、脾虚水肿、慢性支气管炎等有辅助疗效。,鸭肉
3923,八宝童鸡,八宝童鸡是一道菜品，八宝童鸡的主料是母鸡，辅料是水淀粉、糯米等，调料为食盐等。制作方法是先将鸡杀白洗净，把所需配料按照指定方法处理，将处理好的调料灌入鸡肚内；随后将鸡投入沸水中烫冷水洗，最后上笼用旺火蒸煮至酥取出即可。,嫩母鸡
3924,黄鱼熘翅,黄鱼熘翅是一道美食。主要原料：鱼翅（干）150克  大黄鱼200克。   ；辅料：火腿15克  鸡蛋清50克  淀粉(蚕豆) 20克。   。调料：黄酒50克  盐5克  味精2克  香菜10克  鸡油25克  小葱15克  猪油（炼制）30克  姜5克。,鱼翅（干）150克  大黄鱼200克
3925,鸡茸蛤士蟆,"鸡茸蛤士蟆是一道美食，主要制作材料有,鸡胸脯肉75克、雪蛤膏20克等。","雪蛤膏20克，,鸡胸脯肉75克"
3926,鱼肉夹火腿,鱼肉夹火腿，浙江菜系，此菜的特点是：红、黄、绿、白四色层次分明，鱼嫩清鲜，火腿香郁，松脆油润。,鲈鱼160克
3927,长兴爆鳝丝,长兴爆鳝丝是雉城传统的特色名菜。色、香、味俱佳，远近闻名。主料鳝鱼选料讲究，须用大小一式的鳝鱼丝，鳝鱼划丝浸渗后，用“五油”(素油、荤油、麻油、酱油、糟油)“三辣”(老姜、青椒、胡椒粉)配以火腿丝等，用文火慢爆烹制成，鲜美可口，风味独特。相传，乾隆游江南到长兴，品尝此菜后赞叹不绝，后被列为宫廷名肴。长兴县临太湖，毗天目，全具盛产鳝鱼，品质兼优，且制作鳝鱼的技艺 十分高超。相传，乾隆皇帝巡视江南之际，杭州官府通报各地名厨高手烹菜 献艺。据称“长兴爆鳝丝”夺得魁首，被乾隆赞誉为“江南难得一味”。此菜口感香脆，解乏健脑，是缓解疲劳的上品。,鳝鱼500克
3928,锅烧河鳗,锅烧河鳗是浙江宁波和上海的传统名菜，属于浙菜系。此菜呈紫铜色，肉质酥烂，鳗段不碎，口味鲜肥，含有丰富的蛋白质、钙、磷和维生素等，是一种滋补名菜，佐酒极品。,
3929,酥鲳画,,
3930,酥牛肉,酥牛肉是一道由牛腿肉，葱，姜，八角茴香，桂皮等做成的美食。,牛腿肉
3931,酒酿火腿片,酒酿火腿片是一道美食，口味不错，制作简单，主要材料熟瘦火腿150克，酒酿250克.,熟瘦火腿150克，酒酿250克
3932,酒蒸鸡,菜谱名称 酒蒸鸡所属菜系 京菜口味特点 鸡鲜嫩非常而又味浓汤清（京菜）,肥嫩鸡
3933,西卤蹄筋,西卤蹄筋是以鸡肉，冬笋为主料的美味。,鸡肉，冬笋
3934,裹烧茭白,裹烧茭白是一道以净茭白200克、虾仁150克、青豆20粒、生猪肥膘50克、熟火腿25克、鸡蛋清1只、精盐1.5克、绍酒15克、湿淀粉1.5克、干淀粉1克、味精1.5克、鸡清汤200克、熟猪油500克为主材的菜肴名。,净茭白200克、虾仁150克
3935,蝴蝶腰花,蝴蝶腰花是以猪腰子、小麦面粉为主要材料的一款菜品，配料包括香菇、火腿等，调料是酱油、胡椒粉等，通过翻炒的方式做成。,猪腰子，小麦面粉
3936,虎跑素火腿,虎跑素火腿是浙江杭州地区特色传统名菜，色泽酱红，形如火腿，柔中带韧，香鲜微甜。,豆腐皮
3937,藏心鱼圆,鱼丸用鳗鱼或淡水鱼剁茸，加甘薯粉（淀粉）搅拌均匀，再包以猪肉或虾等馅，制成丸状食物，是浙江湖州地方特色的传统风味小吃之一。其馅心变化多样，猪肉、虾仁、笋均可，口味随之各异，湖州民间食俗，“藏心鱼圆”为喜庆筵席上必备之菜，可谓无此不成席，此菜鱼圆色白晶莹，质地肥嫩滑润，口味清鲜。,白鱼肉茸
3938,薄片火腿,薄片火腿是浙江金华传统名菜，属于浙江菜。选料讲究，取用金华火腿中的精制部位火腿上方雄片作原料，制作而成。色泽红润，香味浓郁，咸鲜适口。,金华火腿，香菜
3939,菜蕻节鲨鱼,菜蕻节鲨鱼，传统名菜，属浙菜系。汤汁乳白，菜蕻翠绿，鲨鱼鲜嫩，荤素合一。鲨鱼、菜薹皆不过油，汤汁乳白，鲜嫩不腻。,"鲨鱼400克,油菜薹200克"
3940,莲花鸡签,莲花鸡签属浙江菜菜系，主料：鸡胸脯肉150克，草鱼100克，成菜特点是造形优美，香脆软嫩，鲜咸微辣。,鸡
3941,荷叶新风鸡,荷叶新风鸡是一道美食，主要材料：母鸡1500克，辅料：荷叶100克，调料：小葱15克，姜10克，花椒5克，黄酒15克，盐5克，味精2克。,母鸡1500克
3942,苹果鸡脯,苹果鸡脯是一道菜品，主料是鸡胸脯肉、青鱼等，配料是鸡蛋清、淀粉等，调料为小葱、盐、猪油（炼制）等，通过炊烝的方法而成。,"鸡胸脯肉100克,，,青鱼100克，肥膘肉75克"
3943,芙蓉肉,芙蓉肉是浙江地区特色传统名菜，属于浙江菜系，色泽美观，香鲜可口，但是制作起来颇费功夫，需要极大的耐心才行。这道菜不仅卖相美，而且具有气血双补，补虚养身的作用，可以治疗营养不良。,里脊肉，虾仁
3944,腌笃鲜汤,腌笃鲜汤是一道菜品，需要原料有熟五花腩肉、咸猪腿肉各5两（约200克），冬笋片3两（约120克），葱段少许，黄酒3/2茶匙，上汤5杯，盐1茶匙，白菜12两（约480克）。,熟五花肉，咸猪腿肉，冬笋片
3945,绍什锦,绍什锦是一道浙菜，食材有猪肉、海参、鳙鱼、鱼肚、冬笋、河虾、猪肚、鸡蛋等。绍什锦口味香鲜绵糯，滑嫩味美。,猪肉、海参、鳙鱼
3946,素烧鹅,烧鹅是一道特色传统素卤凉菜，常用豆腐皮做素卤凉菜，清鲜素味营养丰富。最初制作，以蒸后烟熏而成，后改为素油煎炸而成。色泽黄亮鲜甜香软，切块食用，形似烧鹅，所以叫素烧鹅。,豆腐皮，白糯米，白糖，花生油
3947,素干炸响铃,素干炸响铃是杭州著名的美食之一，是用山药、香菇、胡萝卜等为馅料，再用豆腐皮包裹后，放入热油锅内炸至金黄色，捞出即可食用。本菜的特点是外酥里嫩，营养丰富，特别适合老年人及少年儿童食用。,山药150克，油皮150克
3948,砂锅鱼唇,将鱼唇、熟笋片、水发香菇、熟火腿片、水发干贝、黄酒30克、精盐、白糖、胡椒粉、葱结、姜块依次放入炖鸡块的砂锅中，置旺火上烧沸，改为小火炖30分钟；再拣去葱结、姜块，把小菜心焯熟放进，加味精调好味，置于火上焖烧5分钟，即可上席。,鱼唇300克 老母鸡500克
3949,生煎肉饼,生煎肉饼是一道浙江湖州传统小吃，属于浙菜系。食材有猪肉、鸡蛋等，色棕黄。此菜色棕黄，外松软，里鲜嫩，以花椒盐、葱、酱佐食，味道更佳。,猪腿肉425克
3950,烹鹌鹑,烹鹌鹑是一道传统名菜。鹌鹑为主料，味甜汁浓，肉鲜嫩香，桂圆滑润。将鹌鹑煺毛、去头、爪和内脏，每只剁成4块，拌上面粉；大葱去皮，洗净，切成长2厘米的段。再将油倒入锅内，烧至七成热时，放入鹌鹑块，炸2分钟，捞出，控干油，余油倒入油罐内。炒锅内留底油，烧热，投入葱段，煸炒几下，加青豆、鹌鹑块，加料酒、白糖、酱油、醋、味精、翻炒几下，淋上芝麻油，撒上芝麻，即可。,鹌鹑
3951,炸鸡丝卷,炸鸡丝卷是一道菜品，主料有是鸡胸脯肉、猪网油等，辅料是籼米粉等，调料为椒盐、味精、江米酒等，通过油炸的做法制成。[1] ,鸡胸脯肉，猪网油
3952,清蒸钓带,清蒸钓带是带鱼750克，冬笋15克 香菇（干）7克 猪油（板油）15克为主料的菜品。,带鱼
3953,淡菜嵌肉,淡菜嵌肉是一道美食，主要用料是海虹150克，猪腿肉75克,猪肉，火腿，淡菜
3954,浙式炒三泥,浙式炒三泥是一道菜品，属于家常美食。主要原料有 山药、蚕豆、枣，主要配料有生菜、梅子等，主要通过翻炒的方法制作而成。,山药，蚕豆，枣（鲜）
3955,浙式地栗糕,浙式地栗糕是一道美食，材料主料：琼脂30克，荸荠50克。,"琼脂30克,荸荠50克"
3956,武林鸭,武林鸭是一道由鸭、白砂糖、大蒜、酱油等材料制作而成菜。,鸭、，白砂糖、大蒜
3957,栗子冬菇,栗子冬菇是浙江杭州地方传统名菜中的深秋时菜。  栗子果实粉糯，冬菇肉质嫩滑，一菜两味，配以绿色蔬菜色彩分明，清爽美观，香酥鲜嫩，是1956年浙江省认定的36种杭州名菜之一。,冬菇，栗子
3958,杭州油淋鸡,杭州油淋鸡是浙江省名优产品。属于浙菜，主料是鸡肉，口味是香脆，工艺是烤，中级难度。,白条鸡，稀饴糖
3959,春笋炒鱼,春笋炒鱼是一道菜品，属于家常美食。主要原料有塘鳢鱼、淀粉等，主要配料有酱油、盐、小葱等，主要通过翻炒的方法制作而成。,
3960,挂霜荸蓉圆（丸）,挂霜荸蓉圆（丸）是以荸荠、小麦面粉等为主要食材制作的美食。,
3961,扣蒸干贝,扣蒸干贝是一道菜肴，主要原料为干贝、萝卜，调料为黄酒、盐、味精、小葱、姜。,干贝100克，萝卜100克
3962,干贝白菜心,干贝白菜心是由白菜等为主要食材做成的一道菜品，属于家常菜。,白菜300克，干贝100克
3963,干炸响铃,干炸响铃属浙江名菜，因腐皮薄如蝉翼，成菜食时脆如响铃，故名。[1] 该菜选用豆腐皮卷入精细肉末，切成寸段，油炸而成。色泽黄亮，鲜香味美。1956年，被认定为36种杭州名菜之一。,豆腐皮，猪里脊肉
3964,宁波烧鹅,宁波烧鹅是将活鹅宰杀后，脱毛去除内脏洗净，挂起将水份晾干，在鹅的腹内加入调味料，鹅身上抹上蜂蜜，放入炭炉中烤熟即可。本菜含有丰富的蛋白质和微量元素，肉质鲜美，外酥里嫩，特别适合老年人及三高人群食用。,鹅，蜂蜜
3965,奶油莲香鸡,奶油莲香鸡是一道美食，该菜品主要原料是童子鸡、火腿、莲子，主要调料是黄酒、盐、味精等，主要采用蒸制的方法制作而成。,童子鸡
3966,圆葱煎猪排,圆葱煎猪排是一道浙菜，主料是猪排骨，配料是洋葱等，调料为黄酒、酱油、白砂糖等。该菜品主要通过煎炸的方法制作而成。,
3967,嘉兴粽子,嘉兴粽子是浙江嘉兴特色传统名点。以糯而不糊，肥而不腻，香糯可口，咸甜适中而著称。尤以鲜肉粽最为出名，被誉为“粽子之王”。嘉兴粽子因其滋味鲜美，携带、食用方便而备受广大旅游者厚爱，有“东方快餐”之称。,猪后腿肉，糯米
3968,叫化童鸡,叫化童鸡，浙江杭州传统名菜，又称黄泥煨鸡。叫化童鸡由来已久，至今已有300多年历史了。叫化童鸡的由来也有多种版本，但制作原理基本相同。现如今，此菜享有很高的盛誉。,母鸡1只，鲜虾仁
3969,南湖蟹粉,南湖蟹粉是一道菜品，主要食材是螃蟹，配料是淀粉，调料有盐等，制作方式是螃蟹蒸熟取出蟹粉，锅内放油炒香，加入蟹粉，加入调料，倒入清汤烧沸，用淀粉勾芡，淋上熟猪油即可。,螃蟹
3970,冰糖排骨,冰糖排骨是浙江宁波市的特色传统名菜，它即可作冷荤，也宜作热菜。工艺为糖醋溜。口感甜酸带咸，油润鲜嫩，兼有肉鲜乳香，风味别致。,猪小排
3971,冬瓜酢,冬瓜酢是主食类食品。制作原料主要有冬瓜 、辣酱油等。,冬瓜1500克
3972,五色鳝糊,五色鳝糊是一道美食，属于浙江菜，主要原料为鳝鱼、火腿、虾仁、鸡肉、青椒。,鳝鱼
3973,东坡火腿,,金华火腿
3974,一品脆皮蟹,一品脆皮蟹是一道传统的地方名菜，属于浙江菜。圆脐梭子蟹，蒸熟剔取蟹粉，用小火煎制后呈圆饼状，外片酥脆，里肉鲜嫩，蘸花椒盐食用。因其原料上乘，制作精细，味鲜美而独特，故以“一品”命名。,圆脐梭子蟹
3975,一品南乳肉,一品南乳肉是一道浙江杭州的特色传统名菜，属于浙菜系杭州菜。此菜色泽鲜艳，肉酥而不腻。选用腐乳卤作主要调味品烹制菜肴，在浙江民间广为流行，风味独特，饶有乡土气息， 1956 年浙江省认定为36 种杭州名菜之一。,净猪五花条肉
3976,鸡火蹄筋,,猪蹄筋
3977,鳓鱼肉圆汤,鳓鱼去鳞和肠，洗净切成2 块；猪夹心肉剁成末，加入精盐少许和清水50毫升，搅拌至有粘性时，挤成肉圆14只； 熟笋切片；把鳓鱼放入扣碗，盖上笋片，肉圆排放在笋片上，上放水发香菇、姜块、葱结，烹入黄酒，上笼用旺火蒸20 分钟左右。,鳓鱼，猪肉
3978,鲜蘑鸭舌掌,鲜蘑鸭舌掌属于浙菜，主料是鸭舌、鸭掌、蘑菇，口味是香，工艺是蒸，中级难度，此菜红白相间，汤清味纯，舌掌肥糯，鲜蘑清香，营养价值颇高。,
3979,鲜肉小笼,小笼包是江南地区著名传统小吃，起源自清代道光年间的江苏省常州府，为当时的万华茶楼首创。传说由北宋时期著名的王楼“山洞梅花包子”演变而来，由北宋皇室带入江南，后逐渐成型。常州小笼包味鲜，无锡小笼包味甜。而诞生于清末同治十年的上海南翔小笼同样历史悠久，享誉中外。猪夹心肉切碎斩末（或用绞肉机绞碎），加入盐、酱油、味精、葱姜汁、香油搅拌均匀。,小麦面粉
3980,鱼烧豆腐,鱼烧豆腐是山东省威海市经典的传统名菜，属于鲁菜系。用鱼为银鱼，8～9厘米长，细如韭苔，身体透亮，色泽如银。由于它细细的、软软的，因此当地人叫它老板鱼。,塘鳢鱼750克， 豆腐(南)500克
3981,香酥焖肉,主料：猪肋条肉（五花肉）4000克。辅料：小麦面粉25克。调料：大葱250克姜150克黄酒600克酱油400克白砂糖250克。,猪肋条肉（五花肉）
3982,青豆虾仁,青豆虾仁是一道家常菜，以虾仁和青豆为主要原料。调料主要为盐、盐等，该道菜通过将食材倒入锅中翻炒制作而成。,青豆，虾仁
3983,雪菜鱼片,,大黄鱼
3984,锅贴鱼片,锅贴鱼片是四川省的地方传统名菜，属于川菜系。此菜香脆软嫩，甘香不腻。富含动物蛋白、糖类、钙、磷及维生素A，适宜孕妇食用。制作方法一般是：鱼肉片成5厘米长、3厘米宽、0.3厘米厚的片。猪肥膘肉片成5厘米长、3厘米宽、0.5厘米厚的片。这两种均片成24片；鱼片用盐、料酒腌渍码味。鲜笋切成4厘米长、1.7厘米宽的薄片。火腿剁成细粒。猪肥膘肉铺于盘中，用净布（入热水透后拧干）搌去油质一至二次，然后均匀地抹上蛋清豆粉糊，在一片肥膘肉上贴一笋片，其氽的肥膘肉上贴火腿细粒。将鱼片用其氽的蛋清豆粉糊拌匀，一片片放在铺好笋片和火腿的肥膘肉上。将炒锅在火上把锅周围炕热，下油浪匀后，将锅提离火口滗去油，将肥膘鱼片逐一贴在锅上（先锅边，后锅底，肥膘一面贴在锅上），然后将锅放在火上炕（随时移动锅，使火候均匀），炕至肥膘呈鸭黄色时，利用烤出的肥膘中的油，将鱼片煎熟，滗去油，加香油起锅入盘，同时镶上拌有白糖，盐、醋、香油的生菜即成。,鳜鱼，虾仁、猪肉等
3985,鉴湖鱼味,鉴湖鱼味是浙江绍兴传统的地方名菜，是草鱼的一种做法。 绍兴名厨运用鉴湖草鱼，创制了形状似花，咸酸甜辣，松香可口，香气馥郁的鱼味菜。鉴湖，湖水清澈，碧波荡漾。湖中水生植物丰富，为鱼群生长提供了良好条件，特别是草鱼，生长繁茂，体壮肥美。,草鱼
3986,金华火腿,金华火腿，浙江省金华市特产，中国国家地理标志产品。金华火腿色泽鲜艳，红白分明，瘦肉香咸带甜，肥肉香而不腻，美味可口；内含丰富的蛋白质和脂肪，多种维生素和矿物质。2001年，国家质监总局正式批准“金华火腿”为原产地域保护产品（即地理标志保护产品）。[1] ,
3987,金丝蜜枣羹,金丝蜜枣羹是浙菜的一道代表性甜品。在宴席中经常会有这道甜品。蜜枣性温味甘，除心胸郁闷，大补脾胃。此道甜品酸甜适口，为宴席中的开胃解腻佳品。,蜜枣
3988,醉鸡,醉鸡是江浙地区的传统名菜，属于浙菜系。酒香浓浓，浸着滑嫩的鸡肉，人和鸡都醉了，又被花椒的香麻唤醒。醉鸡它以黄酒、绍兴酒作为基本调料，不但能去腥、解腻、添香、发色、增鲜，而且还具备了容易消化吸收的特点。因此，醉鸡成了独具风味的江浙名菜。[1] ,三黄鸡，仔鸡，鸡腿，黄酒，白酒，葱姜蒜盐等
3989,醉蛎主,浙江菜，简称浙菜，是我国八大菜系之一菜品口感：菜品色泽金黄，肉嫩、滑润、味鲜，富有浓厚的地方风味。,牡蛎， 酱油
3990,软熘鲈鱼,将鲈鱼去鳞、鳃，开膛去内脏，洗净，去头、脊骨和腹部肉；取两片连皮鱼肉，用刀剞成十字花纹（每隔0.5厘米剞1长刀，刀深为鱼肉厚度的三分之二），放在鱼盘里，淋上黄酒，放入姜片渍好。,
3991,蛋奶虾球,蛋奶虾球是一道菜品，主料是明虾、牛奶，配料是鸡蛋清等，调料为盐、味精、淀粉(蚕豆)等，通过炒制的做法而成。,明虾400克 牛奶250克。
3992,虾仁爆蛋,虾仁爆蛋是由虾仁、鸡蛋为主要食材做成的一道菜品，属于家常菜。,虾仁，鸡蛋
3993,葱爆兔肉片,葱爆兔肉片是一道以兔子、大葱、姜等为主要食材制作的家常菜。,兔肉
3994,葱烤肉,食用：中餐、晚餐口感：此菜色泽红亮，葱香肉烂，略带甜味。,猪腿肉400克
3995,葱柄丸子,葱柄丸子是一道菜品，主料是猪肉（瘦），配料是小麦面粉等，调料为胡椒粉、黄酒、甜面酱等，通过炸制的做法而成。,
3996,莼鲈之思,莼鲈之思，汉语成语，拼音是chún lú zhī sī，意思是比喻怀念故乡的心情。出自《晋书·张翰传》。,
3997,苔菜小方焖,,
3998,花椒鹅块,花椒鹅块是以鹅肉、小麦面粉等为主要食材制作的美食。,鹅肉600克
3999,网油肉卷,网油肉卷是一道热炒类菜品，是巨县的地方风味菜。 主料是猪肉(瘦)，辅料是肥膘肉，通过烩制的方法制作而成。,猪肉(瘦)200克
4000,网油包鹅肝,网油包鹅肝是宁波市地方传统名菜，菜品油而不腻，肝香味醇，软糯适口。至今有200 余年历史，若蘸以花椒盐，滋味更佳。 此菜兼有补目功效，老幼喜食。,鹅肝
4001,绍虾球,绍虾球是绍兴市地方传统名菜，蛋糊经油炸后形成细如蓑衣丝的蛋丝，包裹住虾仁，色泽金黄油润，质地香松酥脆，用葱白段、甜面酱一起蘸食，味道佳美。此菜已有100多年历史。初名“虾肉打蛋”，为绍兴城内雅堂酒店的看家菜肴之一。后经厨师改进，更名为“绍虾球”。,虾仁750克
4002,绍兴元宝,绍兴元宝，既是一道美味菜肴名称，也是古代一种钱币的名称。, 猪前脚尖，绍兴酒
4003,红烧羊羔肉,红烧羊羔肉是由羊肉为主要食材做成的一道菜品，属于家常菜。,羊肉
